equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Bone Sickle,BONE SICKLE,weapon,weapon,scythe,early,uncommon,boneSicklePayoff,Bone Sickle — Payoff,2,attack,"Deal 7 damage and 4 break damage. If this breaks a weak point, resolve Doom 2 and the followUp rider.","Deal 7 damage and 4 break damage. If the weak point breaks, apply Doom 2 and resolve: If you already played an attack this turn, add +1 damage or +1 block.","['Panic', 'Strange', 'Harvest', 'Payoff', 'WeakPoint']",7,4,{'Doom': 2},Any valid target,followUp,Bone Sickle,BONE SICKLE,41,3c561cb545ba,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,resourceHarvest,Resource Hunter,Harvest tests / weak-point breaks,"Extra resources, preserved resources, salvage and improved hunt rewards.","Turn tests, broken weak points and retreats into more resources.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Boss Mehndi,BOSS MEHNDI,tool,tool,tool,early,uncommon,bossMehndiUse,Boss Mehndi — Use,1,skill,"Gain +1 to the next harvest, retreat, or weak-point test. If it fails, apply Stagger 1 to the quarry or clear it from a survivor.","Gain +1 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Stagger 1 to the quarry or clear that status from a survivor. After use, Exhaust this equipment until the next monster turn.","['Tool', 'Harvest', 'Retreat']",,,{'Stagger': 1},,exhaust,Boss Mehndi,BOSS MEHNDI,42,f7d8743f29cb,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,wailingAntelope,Wailing Antelope,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,1,False,,,,,,,,,,,,,,,,,,,,
Boss Mehndi,BOSS MEHNDI,tool,tool,tool,early,uncommon,bossMehndiContingency,Boss Mehndi — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 1; on retreat, preserve 1 gathered resource. Gain Guarded 1 if first card this turn.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 1. If retreating, preserve 1 gathered resource. After use, Exhaust this equipment until the next monster turn. If this is your first card this turn, gain Guarded 1.","['Tool', 'Harvest', 'Retreat']",,,{'Guarded': 1},,exhaust+firstCardGuarded,Boss Mehndi,BOSS MEHNDI,42,a7d6ff7565fd,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,wailingAntelope,Wailing Antelope,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,1,1,,,,,,True,,,,,,,,,,,,
Brain Mint,BRAIN MINT,tool,tool,consumable,mid,uncommon,brainMintUse,Brain Mint — Use,0,skill,"Gain +3 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 2 to the quarry or clear it from a survivor.","Gain +3 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 2 to the quarry or clear that status from a survivor. On a failed harvest, keep one common fallback material.","['Tool', 'Survival', 'Retreat']",,,{'Snared': 2},,salvage,Brain Mint,BRAIN MINT,43,6def2e644599,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,3,True,,,,,,,,,,,,,,,,,,,,
Brain Mint,BRAIN MINT,tool,tool,consumable,mid,uncommon,brainMintContingency,Brain Mint — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 3; on retreat, preserve 2 gathered resource. Gain Guarded 1 if first card this turn.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 3. If retreating, preserve 2 gathered resource. On a failed harvest, keep one common fallback material. If this is your first card this turn, gain Guarded 1.","['Tool', 'Survival', 'Retreat']",,,{'Guarded': 1},,salvage+firstCardGuarded,Brain Mint,BRAIN MINT,43,99443ea0b301,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,3,2,,,,,,True,,,,,,,,,,,,
Bug Trap,BUG TRAP,tool,tool,consumable,mid,uncommon,bugTrapUse,Bug Trap — Use,0,skill,"Gain +4 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 3 to the quarry or clear it from a survivor. Gain Guarded 1 if first card this turn.","Gain +4 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 3 to the quarry or clear that status from a survivor. If this is the only card you play this turn, gain +2 block. If this is your first card this turn, gain Guarded 1.","['Tool', 'Survival', 'Retreat']",,,"{'Snared': 3, 'Guarded': 1}",,stance+firstCardGuarded,Bug Trap,BUG TRAP,44,e4313bced2a3,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,4,True,,,,,,,,True,,,,,,,,,,,,
Bug Trap,BUG TRAP,tool,tool,consumable,mid,uncommon,bugTrapContingency,Bug Trap — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 4; on retreat, preserve 1 gathered resource. +1 damage if quarry is Marked.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 4. If retreating, preserve 1 gathered resource. If this is the only card you play this turn, gain +2 block. If the quarry is Marked, add +1 damage.","['Tool', 'Survival', 'Retreat']",,,{},,stance+markedBonusDamage,Bug Trap,BUG TRAP,44,bb6721b2053d,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,4,1,,,,,,True,,,,,,,,,,,,
Calcified Bone Knife,CALCIFIED BONE DAGGER,weapon,weapon,dagger,early,uncommon,calcifiedBoneKnifeOpeningCut,Calcified Bone Knife — Opening Cut,0,attack,Deal 3 damage. Apply Bleed 1. Gain Guarded 1 if first card this turn.,"Deal 3 damage with Calcified Bone Knife. Apply Bleed 1. If you have any wound, add +1 damage but gain Panic 1. If this is your first card this turn, gain Guarded 1.","['Quick', 'Precise', 'Harvest', 'Attack']",3,0,"{'Bleed': 1, 'Guarded': 1}",Any valid target,wounded+firstCardGuarded,Calcified Bone Knife,CALCIFIED BONE DAGGER,45,c62760ba67a8,Settlement,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Bone Knife,CALCIFIED BONE DAGGER,weapon,weapon,dagger,early,uncommon,calcifiedBoneKnifeTechnique,Calcified Bone Knife — Technique,2,skill,Expose a fragile weak point; next knife attack gains +2 break damage. Also gain 1 block. Gain Guarded 1 if first card this turn.,"Expose a fragile weak point; next knife attack gains +2 break damage. Gain 1 block. If you have any wound, add +1 damage but gain Panic 1. If this is your first card this turn, gain Guarded 1.","['Quick', 'Precise', 'Harvest', 'Setup']",,,{'Guarded': 1},,wounded+firstCardGuarded,Calcified Bone Knife,CALCIFIED BONE DAGGER,45,c61738b0a261,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Bone Knife,CALCIFIED BONE DAGGER,weapon,weapon,dagger,early,uncommon,calcifiedBoneKnifePayoff,Calcified Bone Knife — Payoff,2,attack,"Deal 4 damage and 1 break damage. If this breaks a weak point, resolve Bleed 1 and the wounded rider.","Deal 4 damage and 1 break damage. If the weak point breaks, apply Bleed 1 and resolve: If you have any wound, add +1 damage but gain Panic 1.","['Quick', 'Precise', 'Harvest', 'Payoff', 'WeakPoint']",4,1,{'Bleed': 1},Any valid target,wounded,Calcified Bone Knife,CALCIFIED BONE DAGGER,45,2970952f7726,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Calcified Digging Claw,CALCIFIED DIGGING CLAW,tool,tool,tool,mid,uncommon,calcifiedDiggingClawUse,Calcified Digging Claw — Use,1,skill,"Gain +3 to the next harvest, retreat, or weak-point test. If it fails, apply Shock 2 to the quarry or clear it from a survivor.","Gain +3 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Shock 2 to the quarry or clear that status from a survivor. If you play a third attack this round, gain Panic 1.","['Tool', 'Harvest', 'Retreat']",,,{'Shock': 2},,frenzyCheck,Calcified Digging Claw,CALCIFIED DIGGING CLAW,46,236bb695e357,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,3,False,,,,,,,,,,,,,,,,,,,,
Calcified Digging Claw,CALCIFIED DIGGING CLAW,tool,tool,tool,mid,uncommon,calcifiedDiggingClawContingency,Calcified Digging Claw — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 4; on retreat, preserve 1 gathered resource. Cleanse Panic 1.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 4. If retreating, preserve 1 gathered resource. If you play a third attack this round, gain Panic 1. After resolving, cleanse Panic 1 from yourself.","['Tool', 'Harvest', 'Retreat']",,,{},,frenzyCheck+cleansePanic,Calcified Digging Claw,CALCIFIED DIGGING CLAW,46,264a01d5d481,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,4,1,,,,,,True,,,,,,,,,,,,
Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,weapon,weapon,sword,mid,uncommon,calcifiedGramberBladeOpeningCut,Calcified Gramber Blade — Opening Cut,1,attack,Deal 5 damage. Apply Poison 3. Gain Guarded 1 if first card this turn.,"Deal 5 damage with Calcified Gramber Blade. Apply Poison 3. You may gain Panic 1 to increase the listed number by 2. If this is your first card this turn, gain Guarded 1.","['Precise', 'Marking', 'Counter', 'Attack']",5,3,"{'Poison': 3, 'Guarded': 1}",Any valid target,panicBrake+firstCardGuarded,Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,47,fa001ad41096,Spurkulese,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,weapon,weapon,sword,mid,uncommon,calcifiedGramberBladeTechnique,Calcified Gramber Blade — Technique,2,skill,Set a parry line; your next Counter with this equipment costs 0 if it is the first Counter this battle. Also gain 4 block. Gain Guarded 1 if first card this turn.,"Set a parry line; your next Counter with this equipment costs 0 if it is the first Counter this battle. Gain 4 block. You may gain Panic 1 to increase the listed number by 2. If this is your first card this turn, gain Guarded 1.","['Precise', 'Marking', 'Counter', 'Setup']",,,{'Guarded': 1},,panicBrake+firstCardGuarded,Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,47,cd947b925a89,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,True,True,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,weapon,weapon,sword,mid,uncommon,calcifiedGramberBladePayoff,Calcified Gramber Blade — Payoff,2,reaction,"Deal 9 damage and 4 break damage. If this breaks a weak point, resolve Poison 2 and the panicBrake rider.","Deal 9 damage and 4 break damage. If the weak point breaks, apply Poison 2 and resolve: You may gain Panic 1 to increase the listed number by 2.","['Precise', 'Marking', 'Counter', 'Payoff', 'WeakPoint']",9,4,{'Poison': 2},,panicBrake,Calcified Gramber Blade,CALCIFIED GRAMBER BLADE,47,26ac41ad1519,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,silkMatriarch,Silk Matriarch,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': True, 'firstCounterFree': True}",,,,,,,,,,,,,,,,,"{""condition"": ""firstCounterCardThisBattleFromThisEquipment"", ""cost"": 0, ""limit"": ""oncePerBattle"", ""rulesNote"": ""This is a data flag for code, not just reminder text.""}",,,,,
Calcified Greaves,CALCIFIED GREAVES,legs,legs,armor,mid,uncommon,calcifiedGreavesBrace,Calcified Greaves — Brace,1,skill,"Gain 3 block and Guarded 1. If hit before your next turn, reduce Shock or Panic by 1.","Gain 3 block and Guarded 1. If the next monster hit lands before your next turn, reduce Shock or Panic by 1 after damage. After use, Exhaust this equipment until the next monster turn.","['Defensive', 'Party', 'WoundCare']",,,,,exhaust,Calcified Greaves,CALCIFIED GREAVES,48,bd80c76572e8,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,,,,,,,,Shock,,,1,['Rolling Armour'],,,,,,
Calcified Greaves,CALCIFIED GREAVES,legs,legs,armor,mid,uncommon,calcifiedGreavesFittedPlate,Calcified Greaves — Fitted Plate,1,reaction,"After damage is previewed, prevent 4 damage. Then give the next ally Guarded 2. +1 damage if quarry is Marked.","After incoming damage is previewed, prevent 4 damage with the legs slot. Then the next ally gains Guarded 2. After use, Exhaust this equipment until the next monster turn. If the quarry is Marked, add +1 damage.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{},,exhaust+markedBonusDamage,Calcified Greaves,CALCIFIED GREAVES,48,0a5561ba4a18,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,,,,,,,,,,,2,,True,,,,,,['Rolling Armour'],,,,,,
Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,weapon,weapon,dagger,mid,uncommon,calcifiedJuggernautKnifeOpeningCut,Calcified Juggernaut Knife — Opening Cut,0,attack,Deal 4 damage. Apply Shock 2. Gain Guarded 1 if first card this turn.,"Deal 4 damage with Calcified Juggernaut Knife. Apply Shock 2. If used on a hunt node, also mark one gathered resource as confirmed. If this is your first card this turn, gain Guarded 1.","['Quick', 'Precise', 'Harvest', 'Attack']",4,1,"{'Shock': 2, 'Guarded': 1}",Any valid target,retreat+firstCardGuarded,Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,49,3688f8668071,Dung Beetle Knight,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,chitinCrusader,Chitin Crusader,comboTempo,Combo Tempo,Cards played this turn / cheap attacks,"Follow-up riders, extra draw, cost reduction and repeated attack bonuses.","Chain low-cost attacks, follow-ups and first-card bonuses into smooth damage turns.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,weapon,weapon,dagger,mid,uncommon,calcifiedJuggernautKnifeTechnique,Calcified Juggernaut Knife — Technique,2,skill,Expose a fragile weak point; next knife attack gains +2 break damage. Also gain 3 block. +1 damage if quarry is Marked.,"Expose a fragile weak point; next knife attack gains +2 break damage. Gain 3 block. If used on a hunt node, also mark one gathered resource as confirmed. If the quarry is Marked, add +1 damage.","['Quick', 'Precise', 'Harvest', 'Setup']",,,{},,retreat+markedBonusDamage,Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,49,30df537d4ea5,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,chitinCrusader,Chitin Crusader,comboTempo,Combo Tempo,Cards played this turn / cheap attacks,"Follow-up riders, extra draw, cost reduction and repeated attack bonuses.","Chain low-cost attacks, follow-ups and first-card bonuses into smooth damage turns.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,weapon,weapon,dagger,mid,uncommon,calcifiedJuggernautKnifePayoff,Calcified Juggernaut Knife — Payoff,2,attack,"Deal 5 damage and 2 break damage. If this breaks a weak point, resolve Shock 1 and the retreat rider.","Deal 5 damage and 2 break damage. If the weak point breaks, apply Shock 1 and resolve: If used on a hunt node, also mark one gathered resource as confirmed.","['Quick', 'Precise', 'Harvest', 'Payoff', 'WeakPoint']",5,2,{'Shock': 1},Any valid target,retreat,Calcified Juggernaut Knife,CALCIFIED JUGGERNAUT DAGGER,49,3c9a2c4950de,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,chitinCrusader,Chitin Crusader,comboTempo,Combo Tempo,Cards played this turn / cheap attacks,"Follow-up riders, extra draw, cost reduction and repeated attack bonuses.","Chain low-cost attacks, follow-ups and first-card bonuses into smooth damage turns.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Calcified Shoulder Pads,CALCIFIED SHOULDER PADS,body,body,armor,mid,uncommon,calcifiedShoulderPadsBrace,Calcified Shoulder Pads — Brace,1,skill,"Gain 5 block and Guarded 3. If hit before your next turn, reduce Shock or Panic by 1.","Gain 5 block and Guarded 3. If the next monster hit lands before your next turn, reduce Shock or Panic by 1 after damage. If this is the only card you play this turn, gain +2 block.","['Defensive', 'Party', 'WoundCare']",,,,,stance,Calcified Shoulder Pads,CALCIFIED SHOULDER PADS,50,56866d5121c6,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,5,,,,,,,,,,,,,,,Shock,,,3,['Rolling Armour'],,,,,,
Calcified Shoulder Pads,CALCIFIED SHOULDER PADS,body,body,armor,mid,uncommon,calcifiedShoulderPadsFittedPlate,Calcified Shoulder Pads — Fitted Plate,1,reaction,"After damage is previewed, prevent 8 damage. Then give the next ally Guarded 2.","After incoming damage is previewed, prevent 8 damage with the body slot. Then the next ally gains Guarded 2. If this is the only card you play this turn, gain +2 block.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,,,stance,Calcified Shoulder Pads,CALCIFIED SHOULDER PADS,50,dae8f17b28bb,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,8,,,,,,,,,,,2,,,,,,,,['Rolling Armour'],,,,,,
Calcified Zanbato,CALCIFIED ZANBATO,weapon,weapon,grandWeapon,early,uncommon,calcifiedZanbatoOpeningStrike,Calcified Zanbato — Opening Strike,2,attack,Deal 6 damage. Apply Stagger 1.,"Deal 6 damage with Calcified Zanbato. Apply Stagger 1. After use, Exhaust this equipment until the next monster turn.","['Heavy', 'Brutal', 'Guardbreaker', 'Attack']",6,3,{'Stagger': 1},Any valid target,exhaust,Calcified Zanbato,CALCIFIED ZANBATO,51,2ac456adb884,Settlement,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
